TEXT,DEPART,DESTINATION,ERROR
Je suis en train de planifier mon voyage de Gare de Chaumont à Bagnoles- Orne Egl.Mad.. Quel est le meilleur itinéraire?,Gare de Chaumont,Bagnoles- Orne Egl.Mad.,false
Je pars de Gare de Marmande et je vais à Gare de Reims,Gare de Marmande,Gare de Reims,false
Je viens de Gare de Hyères et je me rends à Marvejols Place Chayla pour la première fois. Tu peux me conseiller un moyen de transport?,Gare de Hyères,Marvejols Place Chayla,false
Je suis en train de planifier mon voyage de Gare de Vallorcine à Luchon. Quel est le meilleur itinéraire?,Gare de Vallorcine,Luchon,false
Je pars pour Gare de Riom-Châtel-Guyon demain. J'habite à Gare de Bar-le-Duc,Gare de Bar-le-Duc,Gare de Riom-Châtel-Guyon,false
Je vais à Lugny en train depuis Gare de Lauterbourg. Est-ce que tu sais combien de temps dure le trajet?,Gare de Lauterbourg,Lugny,false
Gare de Rue à Gare de Etang,Gare de Rue,Gare de Etang,false
Je vais à Gare de Fismes depuis Rouen-Gare-Routière. Quel est le meilleur moyen de transport pour s'y rendre?,Rouen-Gare-Routière,Gare de Fismes,false
Je dois aller à Gare de Etaples Le Touquet depuis Gare de Mâcon-Ville. Quel est le meilleur moyen de transport?,Gare de Mâcon-Ville,Gare de Etaples Le Touquet,false
Je pars en voyage à Sèlestat-(Schwilgué) depuis Gare de Nancy-Ville. Quel est le meilleur moyen de transport?,Gare de Nancy-Ville,Sèlestat-(Schwilgué),false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Pessac à Gare de Veynes-Dévoluy. Quelles sont mes options?,Gare de Pessac,Gare de Veynes-Dévoluy,false
Je dois aller à St-Jean-de-Bassel-Eglis depuis Gare de Vierzon. Quelle est la durée du voyage?,Gare de Vierzon,St-Jean-de-Bassel-Eglis,false
Je vais à Gare de La Tour-du-Pin pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Serquigny?,Gare de Serquigny,Gare de La Tour-du-Pin,false
Quel est le meilleur itinéraire pour aller de Reipertswiller-SP. à Gare de Serquigny,Reipertswiller-SP.,Gare de Serquigny,false
Le chemin le plus court pour Gare de Beslé depuis Gare de Caen?,Gare de Caen,Gare de Beslé,false
Je vais à Gare de Diemeringen pour la première fois. Quel est le meilleur moyen de transport depuis TOURS LYCEE GRANDMONT?,TOURS LYCEE GRANDMONT,Gare de Diemeringen,false
Depart Gare de St-Gervais-L-B-Le-Fayet arrivée Bourg-Achard Champ de F,Gare de St-Gervais-L-B-Le-Fayet,Bourg-Achard Champ de F,false
Je viens de Gare de La Bastide-St-Laurent et je me rends à Allamps-Esat pour la première fois. Tu peux me conseiller un moyen de transport?,Gare de La Bastide-St-Laurent,Allamps-Esat,false
Quel est le meilleur itinéraire pour aller de Gare de Tessonnières à Gare de Veynes-Dévoluy,Gare de Tessonnières,Gare de Veynes-Dévoluy,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Aix-en-Provence depuis Gare de Le Valdahon. Quels sont mes options?,Gare de Le Valdahon,Gare de Aix-en-Provence,false
arrivée Gare de Montauban-de-Bretagne et départ Wambrechies,Wambrechies,Gare de Montauban-de-Bretagne,false
Je dois aller à Quillan depuis Gare de Puyoô. Quel est le meilleur moyen de transport?,Gare de Puyoô,Quillan,false
Je vais à Gare de Nogent-le-Rotrou pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Vitré?,Gare de Vitré,Gare de Nogent-le-Rotrou,false
Comment dois-je m'y prendre pour aller de Marvejols Place Chayla à Gare de Lunéville,Marvejols Place Chayla,Gare de Lunéville,false
Je suis en train de planifier mon voyage de Gare de Besançon-Mouillère à Gare de Montbéliard-Ville. Quelle est la meilleure option de transport?,Gare de Besançon-Mouillère,Gare de Montbéliard-Ville,false
Je suis en train de planifier mon voyage de Urcay-Hotel-du-Lyon-d'O à Gare de Belfort-Ville. Quel est le meilleur itinéraire?,Urcay-Hotel-du-Lyon-d'O,Gare de Belfort-Ville,false
Je pars en voyage à Gare de Kruth depuis Gare de Le Valdahon. Quelle est la durée du voyage?,Gare de Le Valdahon,Gare de Kruth,false
Je pars en voyage à Gare de Lamure-sur-Azergues depuis Gare de Landerneau. Quelle est la durée du voyage?,Gare de Landerneau,Gare de Lamure-sur-Azergues,false
Je suis en train de planifier mon voyage de Gare de Mommenheim à Damblain Eglise. Quel est le meilleur itinéraire?,Gare de Mommenheim,Damblain Eglise,false
Je dois aller à Poule-Mairie depuis Gare de Les Arcs-Draguignan. Quel est le meilleur moyen de transport?,Gare de Les Arcs-Draguignan,Poule-Mairie,false
Arrivée à Gare de Agen en partant de Gare de Eymoutiers-Vassiviere,Gare de Agen,Gare de Eymoutiers-Vassiviere,false
Je vais à Gare de Nîmes pour la première fois. Quelle est la durée du voyage depuis Gare de Tulle?,Gare de Tulle,Gare de Nîmes,false
Y'a t-il un train en direction de Gare de Avignon-Centre et partant de Herbitzheim R. Hambach,Herbitzheim R. Hambach,Gare de Avignon-Centre,false
Comment dois-je m'y prendre pour aller de Thann Arrêt La Poste à Gare de Wissembourg,Thann Arrêt La Poste,Gare de Wissembourg,false
Y'a t-il un train partant de Gare de Nantes en direction de Buswiller-Eglise,Gare de Nantes,Buswiller-Eglise,false
Je suis en train de planifier mon voyage de Gare de Alès à Gare de St Quentin. Quel est le meilleur itinéraire?,Gare de Alès,Gare de St Quentin,false
Je vais à Gare de Courtalain-St-Pellerin pour la première fois. Quel est le meilleur moyen de transport depuis Sarralbe Centre?,Sarralbe Centre,Gare de Courtalain-St-Pellerin,false
Quel train dois-je prendre pour un Gare de Vorey-Gare de Macau,Gare de Vorey,Gare de Macau,false
Y'a t-il un train qui va de Ternay-Barbières à Gare de La Brohinière?,Ternay-Barbières,Gare de La Brohinière,false
Je dois aller à Gare de Villers-les-Pots depuis Gare de Limeray. Quelle est la durée du voyage?,Gare de Limeray,Gare de Villers-les-Pots,false
Je pars pour Gare de Lyon-St-Paul demain. J'habite à Gare de St-Florentin-Vergigny,Gare de St-Florentin-Vergigny,Gare de Lyon-St-Paul,false
Je vais à Gare de Connerré-Beillé depuis Gare de Bas-Monistrol. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Bas-Monistrol,Gare de Connerré-Beillé,false
Je pars en voyage à Gare de Vertaizon depuis Gare de Le-Verdon. Quel est le meilleur moyen de transport?,Gare de Le-Verdon,Gare de Vertaizon,false
Je pars de Bruyères (Vosges) et je vais à Gare de Yvetot,Bruyères (Vosges),Gare de Yvetot,false
Je pars en voyage à Gare de Clelles-Mens depuis Gare de Niederbronn. Quel est le meilleur moyen de transport?,Gare de Niederbronn,Gare de Clelles-Mens,false
Depart Gare de Dijon-Ville arrivée Gare de Nevers,Gare de Dijon-Ville,Gare de Nevers,false
Je pars d'Gare de Pornic et je me dirige à Gare de Vannes,Gare de Pornic,Gare de Vannes,false
Je suis enfin en vacance.J'espere que mon train pour aller a Normandie - Gare de Lisieux n'aura pas de soucis sachant que je part de la misérable Gare de Reims,Gare de Reims,Normandie - Gare de Lisieux,false
Je vais à Gare de Rouen-Rive-Droite pour la première fois. Quel est le meilleur moyen de transport depuis Gare de Vienne?,Gare de Vienne,Gare de Rouen-Rive-Droite,false
Je pars en voyage à St-Gervais-Ch-LPA. depuis Gare de Pont-de-Beauvoisin. Quel est le meilleur moyen de transport?,Gare de Pont-de-Beauvoisin,St-Gervais-Ch-LPA.,false
Je pars en voyage à Issoudun-Place-de-la-G. depuis Igney (Centre). Quelle est la durée du voyage?,Igney (Centre),Issoudun-Place-de-la-G.,false
Quelle est le chemin le plus court pour faire Gare de Gardanne à Gare de Argentan,Gare de Gardanne,Gare de Argentan,false
Alexis lache cette bouteille je veux aller à Gare de Chartres en partant de Gare de Thann-Saint-Jacques,Gare de Thann-Saint-Jacques,Gare de Chartres,false
J'irai bien à la Gare de Albi-Ville depuis la Gare de Pierrelatte,Gare de Pierrelatte,Gare de Albi-Ville,false
Je ne sais pas ce que je cherche.,Gare de Lamballe,Gare de Mommenheim,false
Je vais à Gare de Corbigny depuis Gare de Crépy-en-Valois. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Crépy-en-Valois,Gare de Corbigny,false
Je ne sais pas ce que je cherche.,Gare de Vitry-le-François,Gare de Poitiers,false
Quel est le meilleur itinéraire pour aller de Gare de Millau à Gare de Pagny-sur-Moselle,Gare de Millau,Gare de Pagny-sur-Moselle,false
Je dois aller à Gare de Rémilly depuis La-Bresse (Pl Champtel). Quel est le meilleur moyen de transport?,La-Bresse (Pl Champtel),Gare de Rémilly,false
Je suis en train de planifier mon voyage de Gare de Albertville à Gare de Pauillac. Quel est le meilleur itinéraire?,Gare de Albertville,Gare de Pauillac,false
Je ne sais pas ce que je cherche.,Gare de Avignon-Centre,Grenoble-Gare-Routière,false
Je pars en voyage à Gare de Elbeuf-St-Aubin depuis Gare de Chambéry-Chal.-les-Eaux. Quel est le meilleur moyen de transport?,Gare de Chambéry-Chal.-les-Eaux,Gare de Elbeuf-St-Aubin,false
Je pars en voyage à Gare de Coppet depuis Gare de Montreuil-sur-Ille. Quel est le meilleur moyen de transport?,Gare de Montreuil-sur-Ille,Gare de Coppet,false
Je dois aller à Gare de Longueville (S.-et-M.) depuis Gare de Albertville. Quel est le meilleur moyen de transport?,Gare de Albertville,Gare de Longueville (S.-et-M.),false
Alexis lache cette bouteille je veux aller à Gare de Yvetot en partant de Gare de Pontarlier,Gare de Pontarlier,Gare de Yvetot,false
Je dois aller à Châteauroux-Charmilles depuis Damblain Eglise. Quel est le meilleur moyen de transport?,Damblain Eglise,Châteauroux-Charmilles,false
Je vais à Châteaubriant depuis Loches-LEP. Quelle est la durée du voyage en train?,Loches-LEP,Châteaubriant,false
Je pars de Gare de Castres pour aller à Gare de Cholet. J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Castres,Gare de Cholet,false
Emmène moi de Luchon à Gare de Arras,Luchon,Gare de Arras,false
Je suis en train de planifier mon voyage de Gare de Vittel à Gare de Nexon. Quelle est la meilleure option de transport?,Gare de Vittel,Gare de Nexon,false
Je vais rejoindre ma famille à Gare de Blois-Chambord et je suis actuellement à Gare de Voves.,Gare de Voves,Gare de Blois-Chambord,false
Je souhaite aller à Gare de Biel en partant de Urcay-Hotel-du-Gare de Biel-d'O,Urcay-Hotel-du-Lyon-d'O,Gare de Biel,false
Je dois aller à Normandie - Gare de Paris-St-Lazare depuis Gare de Vallon-en-Sully. Quelle est la durée du voyage?,Gare de Vallon-en-Sully,Normandie - Gare de Paris-St-Lazare,false
Je dois me rendre à Laissac-Foirail depuis Gare de Durtol-Nohanent. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Durtol-Nohanent,Laissac-Foirail,false
Je pars de Châteaubriant pour aller à Gare de St-Yrieix-la-Perche. Est-ce que tu connais un bon itinéraire?,Châteaubriant,Gare de St-Yrieix-la-Perche,false
Y'a t-il un train en direction de Gare de Morhange et partant de Gare de Elbeuf-St-Aubin,Gare de Elbeuf-St-Aubin,Gare de Morhange,false
Je suis en train de planifier mon voyage de Morez Lycée à Gare de WINDEN PFALZ. Quel est le meilleur itinéraire?,Morez Lycée,Gare de WINDEN PFALZ,false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Carhaix à Romorantin-Lycée-de-F. Quelles sont mes options?,Gare de Carhaix,Romorantin-Lycée-de-F,false
Je pars de Gare de Decize pour aller à Comines (France). J'ai entendu dire qu'il y avait des bus qui font le trajet. Est-ce vrai?,Gare de Decize,Comines (France),false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Pont-de-Dore à Gare de Albertville. Quelles sont mes options?,Gare de Pont-de-Dore,Gare de Albertville,false
Je veux partir de Gare de Montreuil-sur-Ille à Gare de Marle-sur-Serre,Gare de Montreuil-sur-Ille,Gare de Marle-sur-Serre,false
Je suis en train de planifier mon voyage de Gare de Le Mans à Gare de Lons-le-Saunier. Quelle est la meilleure option de transport?,Gare de Le Mans,Gare de Lons-le-Saunier,false
Emmène moi de Ancizes-St-Georges-Bour à Gare de Wingen-sur-Moder,Ancizes-St-Georges-Bour,Gare de Wingen-sur-Moder,false
Je suis en train de planifier mon voyage de Gare de Mullheim-Baden-Bf à Gare de Sélestat. Quel est le meilleur itinéraire?,Gare de Mullheim-Baden-Bf,Gare de Sélestat,false
Putain ce téléphone fais que bugger la je veux juste aller de Gare de Vichy à Gare de Muret c'est pas possible ça,Gare de Vichy,Gare de Muret,false
Je ne sais pas quoi faire. Il me faut un moyen de transport allant à Gare de Charmes (Vosges) depuis Gare de Dol. Quels sont mes options?,Gare de Dol,Gare de Charmes (Vosges),false
Je vais à Gare de Epinal pour la première fois. Quelle est la durée du voyage depuis Gare de Serquigny?,Gare de Serquigny,Gare de Epinal,false
Emmène moi de Gare de Paris-Montparnasse 1-2 à Gare de Bar-sur-Aube,Gare de Paris-Montparnasse 1-2,Gare de Bar-sur-Aube,false
Quel est le meilleur itinéraire pour aller de Gare de Grenoble à Gare de Rouen-Rive-Droite,Gare de Grenoble,Gare de Rouen-Rive-Droite,false
Je dois aller à Gare de Autun depuis Gare de Villefranche-sur-Saône. Quelle est la durée du voyage?,Gare de Villefranche-sur-Saône,Gare de Autun,false
Le chemin le plus court pour Gare de Vitré depuis Gare de Luc-en-Diois?,Gare de Luc-en-Diois,Gare de Vitré,false
C'est une catastrophe mon train est annulé. Je devais faire Gare de Epernay à Reignac-Bourg-Du-Fau demain soir mais je ne sais pas comment faire.,Gare de Epernay,Reignac-Bourg-Du-Fau,false
Je pars de Gare de Sète demain matin pour aller à Gare de Paris-Est. Quelqu'un peut-il me recommander un bon itinéraire?,Gare de Sète,Gare de Paris-Est,false
Je dois aller à Châteauroux Gare Rout. depuis Gare de Le Lioran. Quel est le meilleur moyen de transport?,Gare de Le Lioran,Châteauroux Gare Rout.,false
Je pars en voyage à Bitche depuis Gare de Millau. Quel est le meilleur moyen de transport?,Gare de Millau,Bitche,false
Je suis à la recherche d'un moyen de transport pour aller de Gare de Lamure-sur-Azergues à Gare de La Bastide-St-Laurent. Quelles sont mes options?,Gare de Lamure-sur-Azergues,Gare de La Bastide-St-Laurent,false
Je pars en voyage à Gare de Saintes depuis Loudrefing. Quel est le meilleur moyen de transport?,Loudrefing,Gare de Saintes,false
Il me faut un train pour Gare de St-Denis-près-Martel depuis Gare de Les Arcs-Draguignan,Gare de Les Arcs-Draguignan,Gare de St-Denis-près-Martel,false
je veux un train pour aller a Gare de Willer-sur-Thur en partant de Gare de La Chaux-de-Fonds,Gare de La Chaux-de-Fonds,Gare de Willer-sur-Thur,false
j'aimerais partir de Gare de Bening et passer par biarritz pour me rendre à Gare de Brignais.,Gare de Bening,Gare de Brignais,false
Je pars de St-Gervais-Mairie pour aller à Gare de Rémilly. Est-ce que tu connais un bon itinéraire?,St-Gervais-Mairie,Gare de Rémilly,false
J'irai bien à la Gare de Remiremont depuis la Gare de Dax,Gare de Dax,Gare de Remiremont,false
Y'a t-il un train en direction de Riom_Es_M_la_Poste. et partant de Gare de Marmande,Gare de Marmande,Riom_Es_M_la_Poste.,false
Je vais à Normandie - Gare de Serquigny depuis Gare de Muret. Quel est le meilleur moyen de transport pour s'y rendre?,Gare de Muret,Normandie - Gare de Serquigny,false
Trajet Gare de Reignac Gare de St-Georges-d'Aurac,Gare de Reignac,Gare de St-Georges-d'Aurac,false
Je pars en voyage à Aubenas-Pl.-de-la-Paix depuis Gare de Carmaux. Quel est le meilleur moyen de transport?,Gare de Carmaux,Aubenas-Pl.-de-la-Paix,false
Quel train dois-je prendre pour un Igney (Centre)-Normandie - Gare de Lisieux,Igney (Centre),Normandie - Gare de Lisieux,false
quel est le trajet le plus cours de Gare de Mont-de-Marsan vers Sarrebourg-Hôpital?,Gare de Mont-de-Marsan,Sarrebourg-Hôpital,false
Je vais à La Chaise-Dieu pour la première fois. Quelle est la durée du voyage depuis Gare de Mussidan?,Gare de Mussidan,La Chaise-Dieu,false
Je dois aller à Gare de Audun-le-Roman depuis Gare de Trouville-Deauville. Quel est le meilleur moyen de transport?,Gare de Trouville-Deauville,Gare de Audun-le-Roman,false
Luneville-LP à Gare de Lison,Luneville-LP,Gare de Lison,false
Comment dois-je m'y prendre pour aller de Gare de St-Sulpice (Tarn) à Le-Breuil-sur-Couze-Lyc,Gare de St-Sulpice (Tarn),Le-Breuil-sur-Couze-Lyc,false
